title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Shigella flex  1","en",true,"Shigella flex  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SHIGELLA FLEX  1 6m
# Shigella_flexneri_HC
# causes depression
freq 19616000 1
scan 19617000 179
freq 976630 180
off
@","multiZAP"
"Shigella sonn  1","en",true,"Shigella sonn  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SHIGELLA SONN  1 6m
# Shigella_sonnei_HC
# invades tumors
freq 15832000 1
scan 15833000 179
freq 788240 180
off
@","multiZAP"
"Shigella","en",true,"Shigella",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SHIGELLA 21m
# Shigella
# can cause acute dysentery and diarrhea as well as infect nerves. brain. and spinal cord chronically
freq 621000 180
freq 762000 180
freq 769000 180
freq 770000 180
freq 1550000 180
freq 802000 180
freq 832000 180
off
@","multiZAP"
"Shingles","en",true,"Shingles",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SHINGLES 0m
# Shingles
# use Herpes zoster
off
@","multiZAP"
"Silver","en",true,"Silver",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SILVER 3m
# Silver
# 
freq 15903000 180
off
@","multiZAP"
"Simian virus 40","en",true,"Simian virus 40",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SIMIAN VIRUS 40 30m
# Simian_virus_40
# SV40
freq 7635000 1
scan 7636000 179
freq 6653000 1
scan 6654000 179
freq 6346000 1
scan 6347000 179
freq 5631000 1
scan 5632000 179
freq 5543000 1
scan 5544000 179
freq 2962000 1
scan 2963000 179
freq 2642000 1
scan 2643000 179
freq 1876000 1
scan 1877000 179
freq 1413000 1
scan 1414000 179
freq 1344000 1
scan 1345000 179
off
@","multiZAP"
"Sinus bacteria","en",true,"Sinus bacteria",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUS BACTERIA 3m
# Sinus_Bacteria
# also use Sinusitis
freq 548000 180
off
@","multiZAP"
"Sinusitis 1","en",true,"Sinusitis 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS 1 63m
# Sinusitis_1
# all freqs for 5 min
freq 1862000 180
freq 1600000 180
freq 1552000 180
freq 1500000 180
freq 880000 180
freq 802000 180
freq 784000 180
freq 732000 180
freq 728000 180
freq 712000 180
freq 683000 180
freq 660000 180
freq 548000 180
freq 524000 180
freq 464000 180
freq 440000 180
freq 400000 180
freq 146000 180
freq 120000 180
freq 72000 180
freq 20000 180
off
@","multiZAP"
"Sinusitis 2","en",true,"Sinusitis 2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS 2 51m
# Sinusitis_2
# 
freq 125000 180
freq 160000 180
freq 367000 180
freq 472000 180
freq 600000 180
freq 615000 180
freq 625000 180
freq 650000 180
freq 820000 180
freq 952000 180
freq 1150000 180
freq 1520000 180
freq 1865000 180
freq 2000000 180
freq 4392000 180
freq 4400000 180
freq 4412000 180
off
@","multiZAP"
"Sinusitis 3","en",true,"Sinusitis 3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS 3 45m
# Sinusitis_3
# 
freq 60000 180
freq 95000 180
freq 128000 180
freq 225000 180
freq 414000 180
freq 427000 180
freq 432000 180
freq 456000 180
freq 610000 180
freq 614000 180
freq 618000 180
freq 1234000 180
freq 2600000 180
freq 5500000 180
freq 304000 180
off
@","multiZAP"
"Sinusitis 4","en",true,"Sinusitis 4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS 4 24m
# Sinusitis_4
# 
freq 107000 180
freq 160000 180
freq 952000 180
freq 942000 180
freq 320000 180
freq 741000 180
freq 682000 180
freq 1395000 180
off
@","multiZAP"
"Sinusitis fro  1","en",true,"Sinusitis fro  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS FRO  1 9m
# Sinusitis_frontalis
# 
freq 952000 180
freq 320000 180
freq 682000 180
off
@","multiZAP"
"Sinusitis max  1","en",true,"Sinusitis max  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS MAX  1 6m
# Sinusitis_maxillaris
# 
freq 160000 180
freq 741000 180
off
@","multiZAP"
"Sinusitis stu  1","en",true,"Sinusitis stu  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS STU  1 57m
# Sinusitis_stubborn_TR
# 
freq 10000000 180
freq 7344000 180
freq 5000000 180
freq 2950000 180
freq 2900000 180
freq 2650000 180
freq 2600000 180
freq 1550000 180
freq 1234000 180
freq 740000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 330000 180
freq 165000 180
freq 82600 180
freq 41750 180
freq 20870 180
freq 30000 180
off
@","multiZAP"
"Sinusitis","en",true,"Sinusitis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SINUSITIS 15m
# Sinusitis
# sinus and lung infections can be caused by a large number of pathogens including viruses like RSV. adenovirus. parainfluenza. influenza A. influenza B. rhino virus. et al. Common bacteria like strep pneum. are always suspect when condition is chronic. as are fungi.
freq 952000 180
freq 741000 180
freq 682000 180
freq 320000 180
freq 160000 180
off
@","multiZAP"
"Sleeping sick  1","en",true,"Sleeping sick  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SLEEPING SICK  1 6m
# Sleeping_sickness
# 
freq 120000 180
freq 20000 180
off
@","multiZAP"
"Slipped discs","en",true,"Slipped discs",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SLIPPED DISCS 24m
# Slipped_discs
# spasms from microbial toxins
freq 125000 180
freq 880000 180
freq 787000 180
freq 728000 180
freq 727000 180
freq 95000 180
freq 72000 180
freq 20000 180
off
@","multiZAP"
"Smallpox seco  1","en",true,"Smallpox seco  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SMALLPOX SECO  1 30m
# Smallpox_secondary
# 
freq 334000 180
freq 360000 180
freq 471000 180
freq 647000 180
freq 506000 180
freq 711000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 20000 180
off
@","multiZAP"
"Smallpox","en",true,"Smallpox",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SMALLPOX 39m
# Smallpox
# also known as variola. an extremely contagious viral disease marked by fever. prostration. and a rash of small blisters
freq 3222000 180
freq 2544000 180
freq 2132000 180
freq 1644000 180
freq 1550000 180
freq 876000 180
freq 832000 180
freq 802000 180
freq 569000 180
freq 542000 180
freq 511000 180
freq 476000 180
freq 142000 180
off
@","multiZAP"
"Smegma","en",true,"Smegma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SMEGMA 9m
# Smegma
# 
freq 153000 180
freq 180000 180
freq 638000 180
off
@","multiZAP"
"Sneezing","en",true,"Sneezing",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SNEEZING 18m
# Sneezing
# 
freq 880000 180
freq 787000 180
freq 727000 180
freq 683000 180
freq 465000 180
freq 146000 180
off
@","multiZAP"
"Solfeggio scale","en",true,"Solfeggio scale",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SOLFEGGIO SCALE 18m
# Solfeggio_scale
# 
freq 852000 180
freq 741000 180
freq 639000 180
freq 528000 180
freq 417000 180
freq 396000 180
off
@","multiZAP"
"Sore throat 1","en",true,"Sore throat 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORE THROAT 1 63m
# Sore_throat_1
# 
freq 34464000 180
freq 14080000 180
freq 4192000 180
freq 3552000 180
freq 2720000 180
freq 2489000 180
freq 2154000 180
freq 1800000 180
freq 1600000 180
freq 1550000 180
freq 802000 180
freq 885000 180
freq 880000 180
freq 875000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 46500 180
freq 766000 180
freq 222000 180
freq 262000 180
off
@","multiZAP"
"Sore throat comp","en",true,"Sore throat comp",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORE THROAT COMP 168m
# Sore_throat_comp
# 
freq 34464000 180
freq 14080000 180
freq 10000000 180
freq 8450000 180
freq 7880000 180
freq 5004000 180
freq 4192000 180
freq 3552000 180
freq 2720000 180
freq 2502000 180
freq 2489000 180
freq 2154000 180
freq 2111000 180
freq 1998000 180
freq 1840000 180
freq 1800000 180
freq 1600000 180
freq 1560000 180
freq 1550000 180
freq 1214000 180
freq 1000000 180
freq 925000 180
freq 885000 180
freq 880000 180
freq 875000 180
freq 845000 180
freq 802000 180
freq 787000 180
freq 776000 180
freq 766000 180
freq 747000 180
freq 735000 180
freq 727000 180
freq 720000 180
freq 690000 180
freq 666000 180
freq 660000 180
freq 625500 180
freq 624000 180
freq 616000 180
freq 590000 180
freq 567000 180
freq 522000 180
freq 488000 180
freq 465000 180
freq 440000 180
freq 432000 180
freq 380000 180
freq 340000 180
freq 262000 180
freq 222000 180
freq 151000 180
freq 146000 180
freq 120000 180
freq 46500 180
freq 23000 180
off
@","multiZAP"
"Sore throat tr","en",true,"Sore throat tr",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORE THROAT TR 12m
# Sore_throat_TR
# 
freq 2720000 180
freq 1800000 180
freq 144000 180
freq 452000 180
off
@","multiZAP"
"Sore throat","en",true,"Sore throat",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORE THROAT 42m
# Sore_throat
# also see Pharyngitis. Strep general. Strep pyrogenes. and Actinomyces israelii
freq 2720000 180
freq 2489000 180
freq 1800000 180
freq 1600000 180
freq 1550000 180
freq 802000 180
freq 885000 180
freq 880000 180
freq 875000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 46500 180
freq 766000 180
off
@","multiZAP"
"Sorghum smut","en",true,"Sorghum smut",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORGHUM SMUT 3m
# Sorghum_smut
# homeopathic preparation for an allergen
freq 294000 180
off
@","multiZAP"
"Sorghum syrup hc","en",true,"Sorghum syrup hc",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SORGHUM SYRUP HC 6m
# Sorghum_syrup_HC
# 
freq 13791000 1
scan 13792000 179
freq 686610 180
off
@","multiZAP"
"Spasms muscle","en",true,"Spasms muscle",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPASMS MUSCLE 3m
# Spasms_muscle
# 
freq 6800 180
off
@","multiZAP"
"Spastic paresis","en",true,"Spastic paresis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPASTIC PARESIS 6m
# Spastic_paresis
# 
freq 30870 180
freq 48000 180
off
@","multiZAP"
"Sphaerotilus   1","en",true,"Sphaerotilus   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPHAEROTILUS   1 6m
# Sphaerotilus_natans_HC
# 
freq 19466000 1
scan 19467000 179
freq 969190 180
off
@","multiZAP"
"Spirillum ser  1","en",true,"Spirillum ser  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPIRILLUM SER  1 6m
# Spirillum_serpens_HC
# 
freq 18919000 1
scan 18920000 179
freq 941930 180
off
@","multiZAP"
"Spleen enlarged","en",true,"Spleen enlarged",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPLEEN ENLARGED 9m
# Spleen_enlarged
# 
freq 35000 180
freq 787000 180
freq 3176000 180
off
@","multiZAP"
"Spleen secondary","en",true,"Spleen secondary",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPLEEN SECONDARY 30m
# Spleen_secondary
# 
freq 10000000 180
freq 2720000 180
freq 2170000 180
freq 1800000 180
freq 1550000 180
freq 880000 180
freq 802000 180
freq 727000 180
freq 465000 180
freq 20000 180
off
@","multiZAP"
"Sporobolomyces","en",true,"Sporobolomyces",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPOROBOLOMYCES 6m
# Sporobolomyces
# 
freq 753000 180
freq 700000 180
off
@","multiZAP"
"Sporotrichum   1","en",true,"Sporotrichum   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# SPOROTRICHUM   1 15m
# Sporotrichum_prutinosum
# 
freq 584000 180
freq 598000 180
freq 687000 180
freq 755000 180
freq 715000 180
off
@","multiZAP"
"Stammering","en",true,"Stammering",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAMMERING 12m
# Stammering
# 
freq 10000000 180
freq 20000 180
freq 6000000 180
freq 7830 180
off
@","multiZAP"
"Staph and str  1","en",true,"Staph and str  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPH AND STR  1 81m
# Staph_and_Strep_v
# 
freq 40887000 180
freq 9646000 180
freq 7160000 180
freq 2431000 180
freq 1902000 180
freq 1109000 180
freq 1060000 180
freq 1050000 180
freq 1010000 180
freq 985000 180
freq 958000 180
freq 934000 180
freq 786000 180
freq 727000 180
freq 718000 180
freq 686000 180
freq 643000 180
freq 576000 180
freq 563000 180
freq 542000 180
freq 453000 180
freq 436000 180
freq 423000 180
freq 411000 180
freq 333000 180
freq 134000 180
freq 128000 180
off
@","multiZAP"
"Staph infecti  1","en",true,"Staph infecti  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPH INFECTI  1 12m
# Staph infection_1
# 
freq 943000 180
freq 727000 180
freq 643000 180
freq 20000 180
off
@","multiZAP"
"Staphylococci  1","en",true,"Staphylococci  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCI  1 51m
# Staphylococci_infection
# see also other Staph freqs. 727*. 786*
freq 960000 180
freq 727000 180
freq 786000 180
freq 453000 180
freq 678000 180
freq 674000 180
freq 550000 180
freq 1109000 180
freq 424000 180
freq 943000 180
freq 1050000 180
freq 643000 180
freq 2600000 180
freq 7160000 180
freq 639000 180
freq 1089000 180
freq 8697000 180
off
@","multiZAP"
"Staphylococcu  1","en",true,"Staphylococcu  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCU  1 51m
# Staphylococcus_aureus
# can cause boils. carbuncles. abscesses. tooth infection. heart disease. and infect tumors. 786*
freq 8697000 180
freq 7270000 180
freq 1050000 180
freq 999000 180
freq 943000 180
freq 824400 180
freq 787000 180
freq 784000 180
freq 745000 180
freq 738000 180
freq 728000 180
freq 727000 180
freq 647000 180
freq 644000 180
freq 555000 180
freq 478000 180
freq 424000 180
off
@","multiZAP"
"Staphylococcu  2","en",true,"Staphylococcu  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCU  2 12m
# Staphylococcus_aureus_HC
# tooth infection. abscesses. heart disease. invades tumors
freq 18819000 1
scan 18820000 179
freq 936970 180
freq 18968000 1
scan 18969000 179
freq 944400 180
off
@","multiZAP"
"Staphylococcu  3","en",true,"Staphylococcu  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCU  3 3m
# Staphylococcus_coagulae_positive
# 
freq 643000 180
off
@","multiZAP"
"Staphylococcu  4","en",true,"Staphylococcu  4",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCU  4 165m
# Staphylococcus_comp
# 
freq 40887000 180
freq 9646000 180
freq 8697000 180
freq 7270000 180
freq 7160000 180
freq 2600000 180
freq 2431000 180
freq 1902000 180
freq 1109000 180
freq 1089000 180
freq 1060000 180
freq 1050000 180
freq 1010000 180
freq 999000 180
freq 985000 180
freq 960000 180
freq 958000 180
freq 943000 180
freq 934000 180
freq 884000 180
freq 882000 180
freq 880000 180
freq 878000 180
freq 876000 180
freq 824400 180
freq 787000 180
freq 786000 180
freq 784000 180
freq 745000 180
freq 738000 180
freq 728000 180
freq 727000 180
freq 718000 180
freq 686000 180
freq 678000 180
freq 674000 180
freq 647000 180
freq 644000 180
freq 643000 180
freq 639000 180
freq 634000 180
freq 576000 180
freq 563000 180
freq 555000 180
freq 550000 180
freq 542000 180
freq 478000 180
freq 453000 180
freq 436000 180
freq 424000 180
freq 423000 180
freq 411000 180
freq 333000 180
freq 134000 180
freq 128000 180
off
@","multiZAP"
"Staphylococcu  5","en",true,"Staphylococcu  5",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STAPHYLOCOCCU  5 63m
# Staphylococcus_general
# 728*. 786*
freq 7160000 180
freq 1109000 180
freq 1089000 180
freq 885000 180
freq 884000 180
freq 883000 180
freq 882000 180
freq 881000 180
freq 880000 180
freq 879000 180
freq 878000 180
freq 877000 180
freq 876000 180
freq 875000 180
freq 786000 180
freq 728000 180
freq 674000 180
freq 639000 180
freq 634000 180
freq 550000 180
freq 453000 180
off
@","multiZAP"
"Stemonius hc","en",true,"Stemonius hc",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STEMONIUS HC 6m
# Stemonius_HC
# 
freq 10505000 1
scan 10506000 179
freq 523020 180
off
@","multiZAP"
"Stemphylium","en",true,"Stemphylium",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STEMPHYLIUM 9m
# Stemphylium
# 
freq 461000 180
freq 340000 180
freq 114000 180
off
@","multiZAP"
"Sterigmatocys  1","en",true,"Sterigmatocys  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STERIGMATOCYS  1 24m
# Sterigmatocystin_HC
# 
freq 6621000 1
scan 6622000 179
freq 6273000 1
scan 6274000 179
freq 4779000 1
scan 4780000 179
freq 4381000 1
scan 4382000 179
freq 329670 180
freq 312320 180
freq 237960 180
freq 218130 180
off
@","multiZAP"
"Stiff muscles  1","en",true,"Stiff muscles  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIFF MUSCLES  1 93m
# Stiff_muscles_comp
# 
freq 6000000 180
freq 1800000 180
freq 1550000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 776000 180
freq 766000 180
freq 728000 180
freq 727000 180
freq 328000 180
freq 320000 180
freq 304000 180
freq 300000 180
freq 250000 180
freq 240000 180
freq 160000 180
freq 125000 180
freq 80000 180
freq 40000 180
freq 20000 180
freq 10000 180
freq 9190 180
freq 6000 180
freq 5800 180
freq 4900 180
freq 2500 180
freq 1500 180
freq 1200 180
freq 1000 180
freq 1000 180
off
@","multiZAP"
"Stiff muscles  2","en",true,"Stiff muscles  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIFF MUSCLES  2 39m
# Stiff_muscles_secondary
# 
freq 250000 180
freq 10000 180
freq 5800 180
freq 2500 180
freq 1500 180
freq 1200 180
freq 1000 180
freq 1000 180
freq 1550000 180
freq 802000 180
freq 880000 180
freq 787000 180
freq 776000 180
off
@","multiZAP"
"Stiff muscles","en",true,"Stiff muscles",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIFF MUSCLES 42m
# Stiff_muscles
# 
freq 320000 180
freq 328000 180
freq 304000 180
freq 300000 180
freq 240000 180
freq 160000 180
freq 776000 180
freq 728000 180
freq 1800000 180
freq 125000 180
freq 80000 180
freq 40000 180
freq 20000 180
freq 6000000 180
off
@","multiZAP"
"Stiff neck","en",true,"Stiff neck",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIFF NECK 9m
# Stiff_neck
# 
freq 4900 180
freq 6000 180
freq 9190 180
off
@","multiZAP"
"Stiff shoulder","en",true,"Stiff shoulder",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIFF SHOULDER 12m
# Stiff_shoulder
# see also Rheumatism
freq 10000000 180
freq 727000 180
freq 766000 180
freq 20000 180
off
@","multiZAP"
"Stigeoclonium hc","en",true,"Stigeoclonium hc",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STIGEOCLONIUM HC 12m
# Stigeoclonium_HC
# 
freq 20512000 1
scan 20513000 179
freq 1021000 1
scan 1022000 179
freq 20263000 1
scan 20264000 179
freq 1008000 1
scan 1009000 179
off
@","multiZAP"
"Stomach disor  1","en",true,"Stomach disor  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMACH DISOR  1 54m
# Stomach_disorders
# see also E. Coli and Parasites general if no lasting relief
freq 2127000 180
freq 2008000 180
freq 1552000 180
freq 880000 180
freq 832000 180
freq 802000 180
freq 784000 180
freq 727000 180
freq 690000 180
freq 676000 180
freq 664000 180
freq 450000 180
freq 422000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 3900 180
off
@","multiZAP"
"Stomach gas","en",true,"Stomach gas",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMACH GAS 18m
# Stomach_gas
# 
freq 50000 180
freq 51000 180
freq 52000 180
freq 53000 180
freq 56000 180
freq 59000 180
off
@","multiZAP"
"Stomatitis ap  1","en",true,"Stomatitis ap  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMATITIS AP  1 27m
# Stomatitis_aphthous
# ulcers on mucous membrane of mouth. Also called canker sores. All freqs for 5 min
freq 478000 180
freq 487000 180
freq 498000 180
freq 788000 180
freq 955000 180
freq 982000 180
freq 1902000 180
freq 1904000 180
freq 1906000 180
off
@","multiZAP"
"Stomatitis ap  2","en",true,"Stomatitis ap  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMATITIS AP  2 21m
# Stomatitis_aphthous_1
# all freqs for 5 min
freq 1901000 180
freq 1902000 180
freq 1903000 180
freq 1904000 180
freq 1905000 180
freq 1906000 180
freq 1907000 180
off
@","multiZAP"
"Stomatitis ap  3","en",true,"Stomatitis ap  3",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMATITIS AP  3 69m
# Stomatitis_aphthous_v
# 
freq 888000 180
freq 880000 180
freq 848000 180
freq 846000 180
freq 831000 180
freq 685000 180
freq 742000 180
freq 734000 180
freq 1043000 180
freq 944000 180
freq 782000 180
freq 591000 180
freq 480000 180
freq 423000 180
freq 343000 180
freq 339000 180
freq 322000 180
freq 832000 180
freq 556000 180
freq 808000 180
freq 534000 180
freq 460000 180
freq 424000 180
off
@","multiZAP"
"Stomatitis","en",true,"Stomatitis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# STOMATITIS 24m
# Stomatitis
# Inflammation of mucous membranes in the mouth. See also Candida. Herpes simplex I. Stomatitis aphthous. Pyorrhea. and Gingivitis
freq 465000 180
freq 677000 180
freq 702000 180
freq 787000 180
freq 234000 180
freq 278000 180
freq 568000 180
freq 672000 180
off
@","multiZAP"
